CD38,CD3,CD45,CD4,CD8,HLA,Ki67,NFAT1,Distance
-0.278773008,-0.448548108,-1.146242411,0.038418337,0.785672862,-0.636413852,0.45589453,1.106293645,0.813169651
-0.066110111,0.14973866,0.421645145,-0.866003488,0.889959725,-1.038400032,0.641552226,0.650808292,0.617310192
0.504254536,-0.377782723,-1.28436949,-1.616614828,0.781651109,-0.934511196,0.406292208,-0.807071344,0.592113651
0.097670188,-1.582097064,-0.880722144,1.077112905,0.419088583,-0.927593932,-1.021356883,-0.91678373,0.368822609
0.438243838,-1.136193255,-0.855968999,0.674378299,-0.647873059,-0.243336488,-0.364749975,-0.355052636,0.834635974
-0.320397993,0.059879656,-1.153364381,0.767453695,-1.795420284,-0.895624679,-0.902079271,1.483560938,0.654990391
1.223123841,-2.052776277,-1.069104309,0.343015532,0.603328164,-0.194381114,1.044423975,-0.82200498,-0.117116726
0.104069487,-0.203624577,-0.253373529,0.105722956,0.802373011,-0.955830601,-1.015932027,0.256401877,0.628197212
2.131006985,-0.46607753,0.491720944,1.892304381,0.594907194,-1.060075587,1.54647168,2.027332751,-0.450412156
0.530336344,-0.068832746,-0.161623015,-0.166783161,0.582166011,-0.56623157,-0.906032432,0.339016569,0.829290361
0.088335226,-1.171663788,-0.85497165,-0.048918516,0.576072536,-0.709211223,0.08228147,1.953383535,0.844808169
-0.44207489,-0.527205114,-0.827530973,-0.558471101,0.472071456,-0.654905882,0.095339189,0.204626128,0.556674251
-1.380345736,-0.746094851,0.757474102,-0.839767884,0.752562196,-1.07366562,-0.788391129,-0.899509619,0.26733853
-0.448978807,-1.121200185,-1.392227369,0.521754512,0.320170358,-1.217222632,-0.406430197,-1.057325967,0.374945842
0.183878122,-0.998394476,-0.433245762,0.9701127,-2.215792122,-0.914498391,0.499423639,-0.806487691,-0.174818411
0.181218096,-0.786230741,-0.978546555,1.020131944,-1.546862199,-0.940288366,-0.040886192,0.567402655,-0.268003455
0.975093559,-0.967223204,-0.602270471,1.431139543,-1.239637775,-1.05118921,0.717989747,0.99041191,-1.372665932
